RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,savings,,,,interest,,
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,106582.11,-106582.11,1364.305,-107946.415,13643.05,120225.16,6011.258
177,15645248,Ho,510,France,Female,30,0,0,2,1,1,130553.47,0,-130553.47,130553.47,6527.6735,124025.7965,65276.735,-65276.735,-3263.83675
178,15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,11127.59,-11127.59,8967.5945,-20095.1845,89675.945,100803.535,5040.17675
179,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,7219,-7219,4738.706,-11957.706,47387.06,54606.06,2730.303
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,153527.96,-153527.96,404.0425,-153932.0025,4040.425,157568.385,7878.41925
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,102828.71,-102828.71,974.125,-103802.835,9741.25,112569.96,5628.498
182,15789669,Hsia,510,France,Male,65,2,0,2,1,1,48071.61,0,-48071.61,48071.61,2403.5805,45668.0295,24035.805,-24035.805,-1201.79025
183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,-12380.85,12380.85,8726.5635,3654.2865,87265.635,74884.785,3744.23925
184,15810845,T'ang,636,France,Male,42,2,0,2,1,1,55470.78,0,-55470.78,55470.78,2773.539,52697.241,27735.39,-27735.39,-1386.7695
185,15719377,Cocci,804,France,Female,50,4,0,1,1,1,8546.87,1,-8546.87,8546.87,427.3435,8119.5265,4273.435,-4273.435,-213.67175
186,15654506,Chang,514,France,Male,32,8,0,2,1,0,95857.18,0,-95857.18,95857.18,4792.859,91064.321,47928.59,-47928.59,-2396.4295
187,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,-95935.13,95935.13,9747.29,86187.84,97472.9,1537.77,76.8885
188,15708710,Ford,525,Spain,Female,37,0,0,1,0,1,131521.72,0,-131521.72,131521.72,6576.086,124945.634,65760.86,-65760.86,-3288.043
189,15726676,Marshall,616,Spain,Male,30,5,0,2,0,1,196108.51,0,-196108.51,196108.51,9805.4255,186303.0845,98054.255,-98054.255,-4902.71275
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,-37176.58,37176.58,7428.238,29748.342,74282.38,37105.8,1855.29
191,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,-36767.76,36767.76,4649.1305,32118.6295,46491.305,9723.545,486.17725
192,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,66652.41,-66652.41,883.768,-67536.178,8837.68,75490.09,3774.5045
193,15756850,Golovanov,479,France,Male,40,1,0,2,0,0,114996.43,0,-114996.43,114996.43,5749.8215,109246.6085,57498.215,-57498.215,-2874.91075
194,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,6055.47,-6055.47,4347.871,-10403.341,43478.71,49534.18,2476.709
195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,-66367.36,66367.36,6403.89,59963.47,64038.9,-2328.46,-116.423
196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0,174189.79,-174189.79,30.018,-174219.808,300.18,174489.97,8724.4985
197,15635905,Moran,616,Spain,Female,32,6,0,2,1,1,43001.46,0,-43001.46,43001.46,2150.073,40851.387,21500.73,-21500.73,-1075.0365
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,-50870.48,50870.48,7929.556,42940.924,79295.56,28425.08,1421.254
199,15656176,Jenkins,501,France,Male,57,10,0,2,1,1,47847.19,0,-47847.19,47847.19,2392.3595,45454.8305,23923.595,-23923.595,-1196.17975
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,85935.4,-85935.4,524.422,-86459.822,5244.22,91179.62,4558.981
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,135061.81,-135061.81,298.91,-135360.72,2989.1,138050.91,6902.5455
202,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,-15988.88,15988.88,6070.453,9918.427,60704.53,44715.65,2235.7825
203,15600974,He,516,Spain,Male,50,5,0,1,0,1,146145.93,1,-146145.93,146145.93,7307.2965,138838.6335,73072.965,-73072.965,-3653.64825
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,114647.2,-114647.2,718.743,-115365.943,7187.43,121834.63,6091.7315
205,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,81995.85,-81995.85,4733.5385,-86729.3885,47335.385,129331.235,6466.56175
206,15773039,Ku,550,France,Male,37,3,0,1,1,1,179670.31,0,-179670.31,179670.31,8983.5155,170686.7945,89835.155,-89835.155,-4491.75775
207,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,-109540.9,109540.9,9965.237,99575.663,99652.37,-9888.53,-494.4265
208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,-16999.86,16999.86,7597.7195,9402.1405,75977.195,58977.335,2948.86675
209,15684181,Hackett,643,France,Male,45,5,0,1,1,0,142513.5,1,-142513.5,142513.5,7125.675,135387.825,71256.75,-71256.75,-3562.8375
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,-51887.77,51887.77,7913.231,43974.539,79132.31,27244.54,1362.227
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,-7567.26,7567.26,8469.095,-901.835,84690.95,77123.69,3856.1845
212,15624592,Tan,603,France,Male,31,8,0,2,1,1,169915.02,0,-169915.02,169915.02,8495.751,161419.269,84957.51,-84957.51,-4247.8755
213,15573152,Glassman,620,France,Female,41,9,0,2,0,0,88852.47,0,-88852.47,88852.47,4442.6235,84409.8465,44426.235,-44426.235,-2221.31175
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,22449.2,-22449.2,2032.2905,-24481.4905,20322.905,42772.105,2138.60525
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,57859.71,-57859.71,3021.365,-60881.075,30213.65,88073.36,4403.668
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,-51104.81,51104.81,7897.951,43206.859,78979.51,27874.7,1393.735
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,-83494.79,83494.79,6650.367,76844.423,66503.67,-16991.12,-849.556
218,15786308,Millar,730,Spain,Female,33,9,0,2,0,0,176576.62,0,-176576.62,176576.62,8828.831,167747.789,88288.31,-88288.31,-4414.4155
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,70911.28,-70911.28,1744.402,-72655.682,17444.02,88355.3,4417.765
220,15774854,Fuller,592,France,Male,54,8,0,1,1,1,28737.71,1,-28737.71,28737.71,1436.8855,27300.8245,14368.855,-14368.855,-718.44275
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,16543.48,-16543.48,4908.9285,-21452.4085,49089.285,65632.765,3281.63825
222,15787155,Yang,514,Spain,Male,30,7,0,1,0,1,125010.24,0,-125010.24,125010.24,6250.512,118759.728,62505.12,-62505.12,-3125.256
223,15727829,McIntyre,567,France,Male,42,2,0,2,1,1,167984.61,0,-167984.61,167984.61,8399.2305,159585.3795,83992.305,-83992.305,-4199.61525
224,15733247,Stevenson,850,France,Male,33,10,0,1,1,0,4861.72,1,-4861.72,4861.72,243.086,4618.634,2430.86,-2430.86,-121.543
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,-9308.23,9308.23,5443.6225,3864.6075,54436.225,45127.995,2256.39975
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,-27694.97,27694.97,9912.644,17782.326,99126.44,71431.47,3571.5735
227,15774393,Ch'ien,694,France,Female,30,9,0,2,1,1,26960.31,0,-26960.31,26960.31,1348.0155,25612.2945,13480.155,-13480.155,-674.00775
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,-11150.37,11150.37,4287.326,6863.044,42873.26,31722.89,1586.1445
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,19682.14,-19682.14,3860.3125,-23542.4525,38603.125,58285.265,2914.26325
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,69781.69,-69781.69,3052.4265,-72834.1165,30524.265,100305.955,5015.29775
231,15808473,Ringrose,673,France,Male,72,1,0,2,0,1,111981.19,0,-111981.19,111981.19,5599.0595,106382.1305,55990.595,-55990.595,-2799.52975
232,15627000,Freeman,610,France,Male,40,0,0,2,1,0,62232.6,0,-62232.6,62232.6,3111.63,59120.97,31116.3,-31116.3,-1555.815
233,15787174,Sergeyev,512,France,Female,37,1,0,2,0,1,156105.03,0,-156105.03,156105.03,7805.2515,148299.7785,78052.515,-78052.515,-3902.62575
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,-30421.13,30421.13,7506.769,22914.361,75067.69,44646.56,2232.328
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,20832.86,-20832.86,4657.3055,-25490.1655,46573.055,67405.915,3370.29575
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,66697.81,-66697.81,1673.147,-68370.957,16731.47,83429.28,4171.464
237,15711540,Pacheco,712,France,Female,29,2,0,1,1,1,144375,0,-144375,144375,7218.75,137156.25,72187.5,-72187.5,-3609.375
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,60416.54,-60416.54,2790.198,-63206.738,27901.98,88318.52,4415.926
239,15794056,Johnston,668,France,Female,46,2,0,3,1,0,89048.46,1,-89048.46,89048.46,4452.423,84596.037,44524.23,-44524.23,-2226.2115
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,-81638.33,81638.33,8140.608,73497.722,81406.08,-232.25,-11.6125
241,15812009,Grant,662,Spain,Male,38,4,0,2,1,0,136259.65,0,-136259.65,136259.65,6812.9825,129446.6675,68129.825,-68129.825,-3406.49125
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,-7249.17,7249.17,6202.6485,1046.5215,62026.485,54777.315,2738.86575
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,31802.88,-31802.88,3707.94,-35510.82,37079.4,68882.28,3444.114
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,72340.51,-72340.51,2253.5545,-74594.0645,22535.545,94876.055,4743.80275
245,15576269,Madison,523,Spain,Male,34,7,0,2,1,0,62030.06,0,-62030.06,62030.06,3101.503,58928.557,31015.03,-31015.03,-1550.7515
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,-8455.65,8455.65,6597.6615,1857.9885,65976.615,57520.965,2876.04825
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414,0,72986.51,-72986.51,3970.7,-76957.21,39707,112693.51,5634.6755
248,15599792,Dimauro,545,France,Female,26,1,0,2,1,1,199638.56,0,-199638.56,199638.56,9981.928,189656.632,99819.28,-99819.28,-4990.964
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,-54479.44,54479.44,7878.8645,46600.5755,78788.645,24309.205,1215.46025
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,-8002.61,8002.61,6721.0375,1281.5725,67210.375,59207.765,2960.38825
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,-21959.09,21959.09,4990.2995,16968.7905,49902.995,27943.905,1397.19525
252,15753754,Morrison,587,Spain,Female,34,1,0,2,1,1,97932.68,0,-97932.68,97932.68,4896.634,93036.046,48966.34,-48966.34,-2448.317
253,15793726,Matveyeva,681,France,Female,79,0,0,2,0,1,170968.99,0,-170968.99,170968.99,8548.4495,162420.5405,85484.495,-85484.495,-4274.22475
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,22172.96,-22172.96,2877.9475,-25050.9075,28779.475,50952.435,2547.62175
255,15665834,Cheatham,696,Spain,Male,28,8,0,1,0,0,176713.47,0,-176713.47,176713.47,8835.6735,167877.7965,88356.735,-88356.735,-4417.83675
256,15765297,Yao,766,Spain,Male,41,0,0,2,0,1,34283.23,0,-34283.23,34283.23,1714.1615,32569.0685,17141.615,-17141.615,-857.08075
257,15636684,Kirkland,727,France,Male,34,10,0,2,1,1,198637.34,0,-198637.34,198637.34,9931.867,188705.473,99318.67,-99318.67,-4965.9335
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,-119650.45,119650.45,7845.856,111804.594,78458.56,-41191.89,-2059.5945
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,77535.05,-77535.05,2522.86,-80057.91,25228.6,102763.65,5138.1825
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,-85174.54,85174.54,7003.7775,78170.7625,70037.775,-15136.765,-756.83825
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,43424.97,-43424.97,3266.1555,-46691.1255,32661.555,76086.525,3804.32625
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,35582.95,-35582.95,3216.162,-38799.112,32161.62,67744.57,3387.2285
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,169729.97,-169729.97,747.822,-170477.792,7478.22,177208.19,8860.4095
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,-1225.19,1225.19,5593.9605,-4368.7705,55939.605,54714.415,2735.72075
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,60413.57,-60413.57,930.3115,-61343.8815,9303.115,69716.685,3485.83425
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,-23896.5,23896.5,6156.8505,17739.6495,61568.505,37672.005,1883.60025
267,15653857,Wallis,498,France,Male,34,2,0,2,1,1,148528.24,0,-148528.24,148528.24,7426.412,141101.828,74264.12,-74264.12,-3713.206
268,15777076,Clark,651,France,Male,36,7,0,2,1,0,13898.31,0,-13898.31,13898.31,694.9155,13203.3945,6949.155,-6949.155,-347.45775
269,15717398,Fielding,549,Spain,Female,39,7,0,1,0,0,81259.25,1,-81259.25,81259.25,4062.9625,77196.2875,40629.625,-40629.625,-2031.48125
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,-108615.55,108615.55,8052.5875,100562.9625,80525.875,-28089.675,-1404.48375
271,15787071,Dulhunty,650,Spain,Male,41,9,0,2,0,1,191599.67,0,-191599.67,191599.67,9579.9835,182019.6865,95799.835,-95799.835,-4789.99175
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,51778.77,-51778.77,2427.9595,-54206.7295,24279.595,76058.365,3802.91825
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,-37042.55,37042.55,9316.987,27725.563,93169.87,56127.32,2806.366
274,15725166,Newton,707,France,Male,30,8,0,2,1,0,33159.37,0,-33159.37,33159.37,1657.9685,31501.4015,16579.685,-16579.685,-828.98425
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,51721.91,-51721.91,4694.1765,-56416.0865,46941.765,98663.675,4933.18375
276,15758685,Dubinina,706,Spain,Female,37,7,0,2,1,1,110899.3,0,-110899.3,110899.3,5544.965,105354.335,55449.65,-55449.65,-2772.4825
277,15694456,Toscani,756,France,Male,62,3,0,1,1,1,11199.04,1,-11199.04,11199.04,559.952,10639.088,5599.52,-5599.52,-279.976
278,15767339,Chiazagomekpere,777,France,Female,53,10,0,2,1,0,189992.97,0,-189992.97,189992.97,9499.6485,180493.3215,94996.485,-94996.485,-4749.82425
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,-80228.83,80228.83,8212.7845,72016.0455,82127.845,1899.015,94.95075
280,15782210,K'ung,714,France,Male,46,1,0,1,1,0,152167.79,1,-152167.79,152167.79,7608.3895,144559.4005,76083.895,-76083.895,-3804.19475
281,15668893,Wilsmore,782,France,Male,39,8,0,2,1,1,33949.67,0,-33949.67,33949.67,1697.4835,32252.1865,16974.835,-16974.835,-848.74175
282,15669169,Hargreaves,775,Spain,Male,29,10,0,2,1,1,68143.93,0,-68143.93,68143.93,3407.1965,64736.7335,34071.965,-34071.965,-1703.59825
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,91467.13,-91467.13,2362.5895,-93829.7195,23625.895,115093.025,5754.65125
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,92388.99,-92388.99,1294.286,-93683.276,12942.86,105331.85,5266.5925
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,-18447.87,18447.87,9631.6925,8816.1775,96316.925,77869.055,3893.45275
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,78631.5,-78631.5,1728.868,-80360.368,17288.68,95920.18,4796.009
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,-57322.56,57322.56,8061.492,49261.068,80614.92,23292.36,1164.618
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,18206.99,-18206.99,5040.8145,-23247.8045,50408.145,68615.135,3430.75675
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,-15396.55,15396.55,9084.722,6311.828,90847.22,75450.67,3772.5335
290,15697307,Nnachetam,588,Spain,Male,34,10,0,2,1,0,79078.91,0,-79078.91,79078.91,3953.9455,75124.9645,39539.455,-39539.455,-1976.97275
291,15652266,Chidiebele,703,Germany,Male,42,9,63227,1,0,1,137316.32,0,-74089.32,74089.32,6865.816,67223.504,68658.16,-5431.16,-271.558
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,-100405.69,100405.69,9746.343,90659.347,97463.43,-2942.26,-147.113
293,15655774,Booth,583,France,Male,27,7,0,2,1,0,51285.49,0,-51285.49,51285.49,2564.2745,48721.2155,25642.745,-25642.745,-1282.13725
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,-37579.27,37579.27,7520.0765,30059.1935,75200.765,37621.495,1881.07475
295,15785819,Shao,681,France,Male,38,3,0,2,1,1,112491.96,0,-112491.96,112491.96,5624.598,106867.362,56245.98,-56245.98,-2812.299
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,62246.95,-62246.95,3682.819,-65929.769,36828.19,99075.14,4953.757
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,18532.37,-18532.37,5331.8445,-23864.2145,53318.445,71850.815,3592.54075
298,15684173,Chang,687,Spain,Female,44,7,0,3,1,0,155853.52,1,-155853.52,155853.52,7792.676,148060.844,77926.76,-77926.76,-3896.338
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,-13482.2,13482.2,8129.9755,5352.2245,81299.755,67817.555,3390.87775
300,15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0,-103737.82,103737.82,5186.891,98550.929,51868.91,-51868.91,-2593.4455
301,15803976,Efremov,694,France,Female,31,10,0,2,1,0,160990.27,0,-160990.27,160990.27,8049.5135,152940.7565,80495.135,-80495.135,-4024.75675
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,116848.87,-116848.87,773.142,-117622.012,7731.42,124580.29,6229.0145
303,15695699,Calabrese,687,France,Male,35,8,0,2,1,0,10334.05,0,-10334.05,10334.05,516.7025,9817.3475,5167.025,-5167.025,-258.35125
304,15624188,Chiu,712,France,Female,33,6,0,2,1,1,190686.16,0,-190686.16,190686.16,9534.308,181151.852,95343.08,-95343.08,-4767.154
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,23642.44,-23642.44,4722.0225,-28364.4625,47220.225,70862.665,3543.13325
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,91009.06,-91009.06,1412.8815,-92421.9415,14128.815,105137.875,5256.89375
307,15594898,Hewitt,731,France,Male,43,2,0,1,1,1,170034.95,1,-170034.95,170034.95,8501.7475,161533.2025,85017.475,-85017.475,-4250.87375
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,125023,-125023,1591.2145,-126614.2145,15912.145,140935.145,7046.75725
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,9937.98,-9937.98,6358.3245,-16296.3045,63583.245,73521.225,3676.06125
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,33461.68,-33461.68,2246.8505,-35708.5305,22468.505,55930.185,2796.50925
311,15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0,-188603.07,188603.07,9430.1535,179172.9165,94301.535,-94301.535,-4715.07675
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,-81441.95,81441.95,7255.5685,74186.3815,72555.685,-8886.265,-444.31325
313,15674398,Russo,642,France,Male,38,3,0,2,0,0,171463.83,0,-171463.83,171463.83,8573.1915,162890.6385,85731.915,-85731.915,-4286.59575
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,-47526.17,47526.17,9141.125,38385.045,91411.25,43885.08,2194.254
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,66591.11,-66591.11,4360.6665,-70951.7765,43606.665,110197.775,5509.88875
316,15581539,Atkinson,474,Spain,Male,37,3,0,2,0,0,57175.32,0,-57175.32,57175.32,2858.766,54316.554,28587.66,-28587.66,-1429.383
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,26528.95,-26528.95,6027.0415,-32555.9915,60270.415,86799.365,4339.96825
318,15666252,Ritchie,706,Spain,Male,42,9,0,2,1,1,28714.34,0,-28714.34,28714.34,1435.717,27278.623,14357.17,-14357.17,-717.8585
319,15677512,McEncroe,628,Spain,Female,22,3,0,1,1,0,85426.28,0,-85426.28,85426.28,4271.314,81154.966,42713.14,-42713.14,-2135.657
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,49571,-49571,2308.5375,-51879.5375,23085.375,72656.375,3632.81875
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,81516.97,-81516.97,3222.418,-84739.388,32224.18,113741.15,5687.0575
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,125162.78,-125162.78,813.9485,-125976.7285,8139.485,133302.265,6665.11325
323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,-43565.01,43565.01,9142.771,34422.239,91427.71,47862.7,2393.135
324,15585215,Yuan,763,France,Female,31,4,0,2,0,0,50404.72,0,-50404.72,50404.72,2520.236,47884.484,25202.36,-25202.36,-1260.118
325,15682757,Pardey,734,France,Male,30,3,0,2,1,0,107640.25,0,-107640.25,107640.25,5382.0125,102258.2375,53820.125,-53820.125,-2691.00625
326,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,10296.22,-10296.22,6706.6325,-17002.8525,67066.325,77362.545,3868.12725
327,15601848,Scott,594,France,Male,35,2,0,2,1,0,103480.69,0,-103480.69,103480.69,5174.0345,98306.6555,51740.345,-51740.345,-2587.01725
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,-13319.78,13319.78,5438.0525,7881.7275,54380.525,41060.745,2053.03725
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,-34163.56,34163.56,8950.615,25212.945,89506.15,55342.59,2767.1295
